speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels
991;amharic9 time stretch;amharic9 time stretch;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;6
991;amharic9 pitch scale;amharic9 pitch scale;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;6
991;amharic9 random gain;amharic9 random gain;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;6
998;amharic10;amharic10;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;6
998;amharic10 white noise;amharic10 white noise;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;6
998;amharic10 time stretch;amharic10 time stretch;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;6
998;amharic10 pitch scale;amharic10 pitch scale;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;6
998;amharic10 random gain;amharic10 random gain;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;6
1129;amharic11;amharic11;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;6
1129;amharic11 white noise;amharic11 white noise;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;6
1129;amharic11 time stretch;amharic11 time stretch;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;6
1129;amharic11 pitch scale;amharic11 pitch scale;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;6
1129;amharic11 random gain;amharic11 random gain;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;6
1130;amharic12;amharic12;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;6
1130;amharic12 white noise;amharic12 white noise;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;6
1130;amharic12 time stretch;amharic12 time stretch;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;6
1130;amharic12 pitch scale;amharic12 pitch scale;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;6
1130;amharic12 random gain;amharic12 random gain;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;6
1131;amharic13;amharic13;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;6
1131;amharic13 white noise;amharic13 white noise;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;6
1131;amharic13 time stretch;amharic13 time stretch;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;6
1131;amharic13 pitch scale;amharic13 pitch scale;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;6
1131;amharic13 random gain;amharic13 random gain;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;6
1515;amharic14;amharic14;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;6
1515;amharic14 white noise;amharic14 white noise;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;6
1515;amharic14 time stretch;amharic14 time stretch;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;6
1515;amharic14 pitch scale;amharic14 pitch scale;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;6
1515;amharic14 random gain;amharic14 random gain;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;6
1516;amharic15;amharic15;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;6
1516;amharic15 white noise;amharic15 white noise;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;6
1516;amharic15 time stretch;amharic15 time stretch;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;6
1516;amharic15 pitch scale;amharic15 pitch scale;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;6
1516;amharic15 random gain;amharic15 random gain;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;6
1854;amharic16;amharic16;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;6
1854;amharic16 white noise;amharic16 white noise;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;6
1854;amharic16 time stretch;amharic16 time stretch;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;6
1854;amharic16 pitch scale;amharic16 pitch scale;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;6
1854;amharic16 random gain;amharic16 random gain;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;6
1906;amharic17;amharic17;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;6
1906;amharic17 white noise;amharic17 white noise;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;6
1906;amharic17 time stretch;amharic17 time stretch;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;6
1906;amharic17 pitch scale;amharic17 pitch scale;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;6
1906;amharic17 random gain;amharic17 random gain;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;6
2017;amharic18;amharic18;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;6
2017;amharic18 white noise;amharic18 white noise;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;6
2017;amharic18 time stretch;amharic18 time stretch;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;6
2017;amharic18 pitch scale;amharic18 pitch scale;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;6
2017;amharic18 random gain;amharic18 random gain;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;6
2132;amharic19;amharic19;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;6
2132;amharic19 white noise;amharic19 white noise;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;6
2132;amharic19 time stretch;amharic19 time stretch;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;6
2132;amharic19 pitch scale;amharic19 pitch scale;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;6
2132;amharic19 random gain;amharic19 random gain;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;6
2135;amharic20;amharic20;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;6
2135;amharic20 white noise;amharic20 white noise;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;6
2135;amharic20 time stretch;amharic20 time stretch;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;6
2135;amharic20 pitch scale;amharic20 pitch scale;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;6
2135;amharic20 random gain;amharic20 random gain;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;6
2255;amharic21;amharic21;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;6
2255;amharic21 white noise;amharic21 white noise;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;6
2255;amharic21 time stretch;amharic21 time stretch;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;6
2255;amharic21 pitch scale;amharic21 pitch scale;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;6
2255;amharic21 random gain;amharic21 random gain;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;6
2392;amharic22;amharic22;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;6
2392;amharic22 white noise;amharic22 white noise;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;6
2392;amharic22 time stretch;amharic22 time stretch;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;6
2392;amharic22 pitch scale;amharic22 pitch scale;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;6
2392;amharic22 random gain;amharic22 random gain;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;6
2583;amharic23;amharic23;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;6
2583;amharic23 white noise;amharic23 white noise;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;6
2583;amharic23 time stretch;amharic23 time stretch;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;6
2583;amharic23 pitch scale;amharic23 pitch scale;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;6
2583;amharic23 random gain;amharic23 random gain;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;6
2744;amharic24;amharic24;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;6
2744;amharic24 white noise;amharic24 white noise;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;6
2744;amharic24 time stretch;amharic24 time stretch;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;6
2744;amharic24 pitch scale;amharic24 pitch scale;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;6
2744;amharic24 random gain;amharic24 random gain;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;6
2821;amharic25;amharic25;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;6
2821;amharic25 white noise;amharic25 white noise;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;6
2821;amharic25 time stretch;amharic25 time stretch;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;6
2821;amharic25 pitch scale;amharic25 pitch scale;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;6
2821;amharic25 random gain;amharic25 random gain;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;6
2822;amharic26;amharic26;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;6
2822;amharic26 white noise;amharic26 white noise;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;6
2822;amharic26 time stretch;amharic26 time stretch;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;6
2822;amharic26 pitch scale;amharic26 pitch scale;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;6
2822;amharic26 random gain;amharic26 random gain;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;6
2830;amharic27;amharic27;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;6
2830;amharic27 white noise;amharic27 white noise;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;6
2830;amharic27 time stretch;amharic27 time stretch;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;6
2830;amharic27 pitch scale;amharic27 pitch scale;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;6
2830;amharic27 random gain;amharic27 random gain;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;6
11;arabic1;arabic1;riyadh, saudi arabia;arabic;none;38;female;12;academic;usa;4;7
11;arabic1 white noise;arabic1 white noise;riyadh, saudi arabia;arabic;none;38;female;12;academic;usa;4;7
11;arabic1 time stretch;arabic1 time stretch;riyadh, saudi arabia;arabic;none;38;female;12;academic;usa;4;7
11;arabic1 pitch scale;arabic1 pitch scale;riyadh, saudi arabia;arabic;none;38;female;12;academic;usa;4;7
11;arabic1 random gain;arabic1 random gain;riyadh, saudi arabia;arabic;none;38;female;12;academic;usa;4;7
12;arabic10;arabic10;cairo, egypt;arabic;french german;26;male;5;academic;usa;2;7
12;arabic10 white noise;arabic10 white noise;cairo, egypt;arabic;french german;26;male;5;academic;usa;2;7
12;arabic10 time stretch;arabic10 time stretch;cairo, egypt;arabic;french german;26;male;5;academic;usa;2;7
12;arabic10 pitch scale;arabic10 pitch scale;cairo, egypt;arabic;french german;26;male;5;academic;usa;2;7
12;arabic10 random gain;arabic10 random gain;cairo, egypt;arabic;french german;26;male;5;academic;usa;2;7
13;arabic11;arabic11;monastir, tunisia;arabic;french;30;female;14;academic;usa;4;7
13;arabic11 white noise;arabic11 white noise;monastir, tunisia;arabic;french;30;female;14;academic;usa;4;7
13;arabic11 time stretch;arabic11 time stretch;monastir, tunisia;arabic;french;30;female;14;academic;usa;4;7
13;arabic11 pitch scale;arabic11 pitch scale;monastir, tunisia;arabic;french;30;female;14;academic;usa;4;7
13;arabic11 random gain;arabic11 random gain;monastir, tunisia;arabic;french;30;female;14;academic;usa;4;7
14;arabic12;arabic12;baghdad, iraq;arabic;none;32;male;11;academic;usa;8;7
14;arabic12 white noise;arabic12 white noise;baghdad, iraq;arabic;none;32;male;11;academic;usa;8;7
14;arabic12 time stretch;arabic12 time stretch;baghdad, iraq;arabic;none;32;male;11;academic;usa;8;7
14;arabic12 pitch scale;arabic12 pitch scale;baghdad, iraq;arabic;none;32;male;11;academic;usa;8;7
14;arabic12 random gain;arabic12 random gain;baghdad, iraq;arabic;none;32;male;11;academic;usa;8;7
15;arabic13;arabic13;zabbougha, lebanon;arabic;french swedish;25;male;15;academic;usa;1;7
15;arabic13 white noise;arabic13 white noise;zabbougha, lebanon;arabic;french swedish;25;male;15;academic;usa;1;7
15;arabic13 time stretch;arabic13 time stretch;zabbougha, lebanon;arabic;french swedish;25;male;15;academic;usa;1;7
15;arabic13 pitch scale;arabic13 pitch scale;zabbougha, lebanon;arabic;french swedish;25;male;15;academic;usa;1;7
15;arabic13 random gain;arabic13 random gain;zabbougha, lebanon;arabic;french swedish;25;male;15;academic;usa;1;7
16;arabic2;arabic2;damascus, syria;arabic;none;18;male;2.5;naturalistic;usa;3;7
16;arabic2 white noise;arabic2 white noise;damascus, syria;arabic;none;18;male;2.5;naturalistic;usa;3;7
16;arabic2 time stretch;arabic2 time stretch;damascus, syria;arabic;none;18;male;2.5;naturalistic;usa;3;7
16;arabic2 pitch scale;arabic2 pitch scale;damascus, syria;arabic;none;18;male;2.5;naturalistic;usa;3;7
16;arabic2 random gain;arabic2 random gain;damascus, syria;arabic;none;18;male;2.5;naturalistic;usa;3;7
17;arabic3;arabic3;doha, qatar;arabic;none;24;male;9;academic;usa;1;7
17;arabic3 white noise;arabic3 white noise;doha, qatar;arabic;none;24;male;9;academic;usa;1;7
17;arabic3 time stretch;arabic3 time stretch;doha, qatar;arabic;none;24;male;9;academic;usa;1;7
17;arabic3 pitch scale;arabic3 pitch scale;doha, qatar;arabic;none;24;male;9;academic;usa;1;7
17;arabic3 random gain;arabic3 random gain;doha, qatar;arabic;none;24;male;9;academic;usa;1;7
18;arabic4;arabic4;sharjah, united arab emirates;arabic;french;19;male;6;academic;usa;0.6;7
18;arabic4 white noise;arabic4 white noise;sharjah, united arab emirates;arabic;french;19;male;6;academic;usa;0.6;7
18;arabic4 time stretch;arabic4 time stretch;sharjah, united arab emirates;arabic;french;19;male;6;academic;usa;0.6;7
18;arabic4 pitch scale;arabic4 pitch scale;sharjah, united arab emirates;arabic;french;19;male;6;academic;usa;0.6;7
18;arabic4 random gain;arabic4 random gain;sharjah, united arab emirates;arabic;french;19;male;6;academic;usa;0.6;7
19;arabic5;arabic5;casablanca, morocco;arabic;french;19;female;15;academic;usa;0.6;7
19;arabic5 white noise;arabic5 white noise;casablanca, morocco;arabic;french;19;female;15;academic;usa;0.6;7
19;arabic5 time stretch;arabic5 time stretch;casablanca, morocco;arabic;french;19;female;15;academic;usa;0.6;7
19;arabic5 pitch scale;arabic5 pitch scale;casablanca, morocco;arabic;french;19;female;15;academic;usa;0.6;7
19;arabic5 random gain;arabic5 random gain;casablanca, morocco;arabic;french;19;female;15;academic;usa;0.6;7
