speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels
52;albanian13 white noise;albanian13 white noise;durres, albania;albanian;spanish;18;female;8;academic;usa;4;0
53;albanian13 time stretch;albanian13 time stretch;durres, albania;albanian;spanish;18;female;8;academic;usa;4;0
54;albanian13 pitch scale;albanian13 pitch scale;durres, albania;albanian;spanish;18;female;8;academic;usa;4;0
55;albanian13 random gain;albanian13 random gain;durres, albania;albanian;spanish;18;female;8;academic;usa;4;0
56;albanian14;albanian14;tirana, albania;albanian;italian;23;female;9;academic;usa;4;0
57;albanian14 white noise;albanian14 white noise;tirana, albania;albanian;italian;23;female;9;academic;usa;4;0
58;albanian14 time stretch;albanian14 time stretch;tirana, albania;albanian;italian;23;female;9;academic;usa;4;0
59;albanian14 pitch scale;albanian14 pitch scale;tirana, albania;albanian;italian;23;female;9;academic;usa;4;0
60;albanian14 random gain;albanian14 random gain;tirana, albania;albanian;italian;23;female;9;academic;usa;4;0
61;amharic5;amharic5;addis ababa, ethiopia;amharic;russian;31;male;7;academic;usa;3;1
62;amharic5 white noise;amharic5 white noise;addis ababa, ethiopia;amharic;russian;31;male;7;academic;usa;3;1
63;amharic5 time stretch;amharic5 time stretch;addis ababa, ethiopia;amharic;russian;31;male;7;academic;usa;3;1
64;amharic5 pitch scale;amharic5 pitch scale;addis ababa, ethiopia;amharic;russian;31;male;7;academic;usa;3;1
65;amharic5 random gain;amharic5 random gain;addis ababa, ethiopia;amharic;russian;31;male;7;academic;usa;3;1
66;amharic6;amharic6;addis ababa, ethiopia;amharic;tigrigna;31;female;4;academic;usa;1;1
67;amharic6 white noise;amharic6 white noise;addis ababa, ethiopia;amharic;tigrigna;31;female;4;academic;usa;1;1
68;amharic6 time stretch;amharic6 time stretch;addis ababa, ethiopia;amharic;tigrigna;31;female;4;academic;usa;1;1
69;amharic6 pitch scale;amharic6 pitch scale;addis ababa, ethiopia;amharic;tigrigna;31;female;4;academic;usa;1;1
70;amharic6 random gain;amharic6 random gain;addis ababa, ethiopia;amharic;tigrigna;31;female;4;academic;usa;1;1
71;amharic7;amharic7;addis ababa, ethiopia;amharic;kiswahili;38;male;13;academic;kenya, usa;10;1
72;amharic7 white noise;amharic7 white noise;addis ababa, ethiopia;amharic;kiswahili;38;male;13;academic;kenya, usa;10;1
73;amharic7 time stretch;amharic7 time stretch;addis ababa, ethiopia;amharic;kiswahili;38;male;13;academic;kenya, usa;10;1
74;amharic7 pitch scale;amharic7 pitch scale;addis ababa, ethiopia;amharic;kiswahili;38;male;13;academic;kenya, usa;10;1
75;amharic7 random gain;amharic7 random gain;addis ababa, ethiopia;amharic;kiswahili;38;male;13;academic;kenya, usa;10;1
76;amharic8;amharic8;addis ababa, ethiopia;amharic;arabic;30;female;12;academic;usa;20;1
77;amharic8 white noise;amharic8 white noise;addis ababa, ethiopia;amharic;arabic;30;female;12;academic;usa;20;1
78;amharic8 time stretch;amharic8 time stretch;addis ababa, ethiopia;amharic;arabic;30;female;12;academic;usa;20;1
79;amharic8 pitch scale;amharic8 pitch scale;addis ababa, ethiopia;amharic;arabic;30;female;12;academic;usa;20;1
80;amharic8 random gain;amharic8 random gain;addis ababa, ethiopia;amharic;arabic;30;female;12;academic;usa;20;1
81;amharic9;amharic9;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;1
82;amharic9 white noise;amharic9 white noise;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;1
83;amharic9 time stretch;amharic9 time stretch;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;1
84;amharic9 pitch scale;amharic9 pitch scale;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;1
85;amharic9 random gain;amharic9 random gain;addis ababa, ethiopia;amharic;arabic;40;male;12;academic;kenya, usa;7;1
86;amharic10;amharic10;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;1
87;amharic10 white noise;amharic10 white noise;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;1
88;amharic10 time stretch;amharic10 time stretch;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;1
89;amharic10 pitch scale;amharic10 pitch scale;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;1
90;amharic10 random gain;amharic10 random gain;gonder, ethiopia;amharic;none;29;female;19;naturalistic;usa;10;1
91;amharic11;amharic11;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;1
92;amharic11 white noise;amharic11 white noise;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;1
93;amharic11 time stretch;amharic11 time stretch;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;1
94;amharic11 pitch scale;amharic11 pitch scale;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;1
95;amharic11 random gain;amharic11 random gain;addis ababa, ethiopia;amharic;harari;24;female;17;academic;usa;9;1
96;amharic12;amharic12;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;1
97;amharic12 white noise;amharic12 white noise;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;1
98;amharic12 time stretch;amharic12 time stretch;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;1
99;amharic12 pitch scale;amharic12 pitch scale;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;1
100;amharic12 random gain;amharic12 random gain;addis ababa, ethiopia;amharic;none;26;female;15;academic;usa;10;1
101;amharic13;amharic13;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;1
102;amharic13 white noise;amharic13 white noise;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;1
103;amharic13 time stretch;amharic13 time stretch;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;1
104;amharic13 pitch scale;amharic13 pitch scale;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;1
105;amharic13 random gain;amharic13 random gain;addis ababa, ethiopia;amharic;none;28;female;6;academic;usa;9;1
106;amharic14;amharic14;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;1
107;amharic14 white noise;amharic14 white noise;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;1
108;amharic14 time stretch;amharic14 time stretch;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;1
109;amharic14 pitch scale;amharic14 pitch scale;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;1
110;amharic14 random gain;amharic14 random gain;addis ababa, ethiopia;amharic;none;31;male;12;academic;usa;11;1
111;amharic15;amharic15;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;1
112;amharic15 white noise;amharic15 white noise;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;1
113;amharic15 time stretch;amharic15 time stretch;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;1
114;amharic15 pitch scale;amharic15 pitch scale;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;1
115;amharic15 random gain;amharic15 random gain;addis ababa, ethiopia;amharic;tigrigna;23;male;6;academic;usa;1;1
116;amharic16;amharic16;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;1
117;amharic16 white noise;amharic16 white noise;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;1
118;amharic16 time stretch;amharic16 time stretch;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;1
119;amharic16 pitch scale;amharic16 pitch scale;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;1
120;amharic16 random gain;amharic16 random gain;werder, ethiopia;amharic;none;36;male;11;academic;usa;10;1
121;amharic17;amharic17;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;1
122;amharic17 white noise;amharic17 white noise;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;1
123;amharic17 time stretch;amharic17 time stretch;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;1
124;amharic17 pitch scale;amharic17 pitch scale;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;1
125;amharic17 random gain;amharic17 random gain;addis ababa, ethiopia;amharic;tigrigna;21;male;9;academic;usa;10;1
126;amharic18;amharic18;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;1
127;amharic18 white noise;amharic18 white noise;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;1
128;amharic18 time stretch;amharic18 time stretch;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;1
129;amharic18 pitch scale;amharic18 pitch scale;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;1
130;amharic18 random gain;amharic18 random gain;addis ababa, ethiopia;amharic;french tigrigna;20;female;2;naturalistic;usa;7;1
131;amharic19;amharic19;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;1
132;amharic19 white noise;amharic19 white noise;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;1
133;amharic19 time stretch;amharic19 time stretch;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;1
134;amharic19 pitch scale;amharic19 pitch scale;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;1
135;amharic19 random gain;amharic19 random gain;tefki, ethiopia;amharic;oromo;19;female;10;academic;usa;9;1
136;amharic20;amharic20;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;1
137;amharic20 white noise;amharic20 white noise;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;1
138;amharic20 time stretch;amharic20 time stretch;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;1
139;amharic20 pitch scale;amharic20 pitch scale;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;1
140;amharic20 random gain;amharic20 random gain;addis ababa, ethiopia;amharic;french;52;female;24;academic;usa;1;1
141;amharic21;amharic21;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;1
142;amharic21 white noise;amharic21 white noise;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;1
143;amharic21 time stretch;amharic21 time stretch;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;1
144;amharic21 pitch scale;amharic21 pitch scale;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;1
145;amharic21 random gain;amharic21 random gain;addis ababa, ethiopia;amharic;none;24;male;15;academic;usa;6;1
146;amharic22;amharic22;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;1
147;amharic22 white noise;amharic22 white noise;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;1
148;amharic22 time stretch;amharic22 time stretch;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;1
149;amharic22 pitch scale;amharic22 pitch scale;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;1
150;amharic22 random gain;amharic22 random gain;addis ababa, ethiopia;amharic;none;35;female;12;academic;usa;5;1
151;amharic23;amharic23;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;1
152;amharic23 white noise;amharic23 white noise;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;1
153;amharic23 time stretch;amharic23 time stretch;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;1
154;amharic23 pitch scale;amharic23 pitch scale;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;1
155;amharic23 random gain;amharic23 random gain;addis ababa, ethiopia;amharic;none;32;male;10;academic;usa;3;1
156;amharic24;amharic24;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;1
157;amharic24 white noise;amharic24 white noise;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;1
158;amharic24 time stretch;amharic24 time stretch;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;1
159;amharic24 pitch scale;amharic24 pitch scale;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;1
160;amharic24 random gain;amharic24 random gain;addis ababa, ethiopia;amharic;arabic spanish;19;male;11;naturalistic;usa;8;1
161;amharic25;amharic25;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;1
162;amharic25 white noise;amharic25 white noise;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;1
163;amharic25 time stretch;amharic25 time stretch;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;1
164;amharic25 pitch scale;amharic25 pitch scale;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;1
165;amharic25 random gain;amharic25 random gain;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3;1
166;amharic26;amharic26;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;1
167;amharic26 white noise;amharic26 white noise;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;1
168;amharic26 time stretch;amharic26 time stretch;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;1
169;amharic26 pitch scale;amharic26 pitch scale;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;1
170;amharic26 random gain;amharic26 random gain;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7;1
171;amharic27;amharic27;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;1
172;amharic27 white noise;amharic27 white noise;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;1
173;amharic27 time stretch;amharic27 time stretch;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;1
174;amharic27 pitch scale;amharic27 pitch scale;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;1
175;amharic27 random gain;amharic27 random gain;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11;1
176;arabic41;arabic41;riyadh, saudi arabia;arabic;none;25;male;7;academic;usa;1.5;2
177;arabic41 white noise;arabic41 white noise;riyadh, saudi arabia;arabic;none;25;male;7;academic;usa;1.5;2
178;arabic41 time stretch;arabic41 time stretch;riyadh, saudi arabia;arabic;none;25;male;7;academic;usa;1.5;2
179;arabic41 pitch scale;arabic41 pitch scale;riyadh, saudi arabia;arabic;none;25;male;7;academic;usa;1.5;2
180;arabic41 random gain;arabic41 random gain;riyadh, saudi arabia;arabic;none;25;male;7;academic;usa;1.5;2
181;arabic42;arabic42;jiddah, saudi arabia;arabic;none;21;male;13;academic;usa;0.5;2
182;arabic42 white noise;arabic42 white noise;jiddah, saudi arabia;arabic;none;21;male;13;academic;usa;0.5;2
183;arabic42 time stretch;arabic42 time stretch;jiddah, saudi arabia;arabic;none;21;male;13;academic;usa;0.5;2
184;arabic42 pitch scale;arabic42 pitch scale;jiddah, saudi arabia;arabic;none;21;male;13;academic;usa;0.5;2
185;arabic42 random gain;arabic42 random gain;jiddah, saudi arabia;arabic;none;21;male;13;academic;usa;0.5;2
186;arabic43;arabic43;beirut, lebanon;arabic;french spanish;29;female;8;academic;;0;2
187;arabic43 white noise;arabic43 white noise;beirut, lebanon;arabic;french spanish;29;female;8;academic;;0;2
188;arabic43 time stretch;arabic43 time stretch;beirut, lebanon;arabic;french spanish;29;female;8;academic;;0;2
189;arabic43 pitch scale;arabic43 pitch scale;beirut, lebanon;arabic;french spanish;29;female;8;academic;;0;2
190;arabic43 random gain;arabic43 random gain;beirut, lebanon;arabic;french spanish;29;female;8;academic;;0;2
191;arabic44;arabic44;jiddah, saudi arabia;arabic;none;29;female;7;academic;usa;0.6;2
192;arabic44 white noise;arabic44 white noise;jiddah, saudi arabia;arabic;none;29;female;7;academic;usa;0.6;2
193;arabic44 time stretch;arabic44 time stretch;jiddah, saudi arabia;arabic;none;29;female;7;academic;usa;0.6;2
194;arabic44 pitch scale;arabic44 pitch scale;jiddah, saudi arabia;arabic;none;29;female;7;academic;usa;0.6;2
195;arabic44 random gain;arabic44 random gain;jiddah, saudi arabia;arabic;none;29;female;7;academic;usa;0.6;2
196;arabic45;arabic45;fort collins, colorado, usa;arabic;turkish;32;female;12;naturalistic;usa;0.5;2
197;arabic45 white noise;arabic45 white noise;fort collins, colorado, usa;arabic;turkish;32;female;12;naturalistic;usa;0.5;2
198;arabic45 time stretch;arabic45 time stretch;fort collins, colorado, usa;arabic;turkish;32;female;12;naturalistic;usa;0.5;2
199;arabic45 pitch scale;arabic45 pitch scale;fort collins, colorado, usa;arabic;turkish;32;female;12;naturalistic;usa;0.5;2
200;arabic45 random gain;arabic45 random gain;fort collins, colorado, usa;arabic;turkish;32;female;12;naturalistic;usa;0.5;2
201;arabic46;arabic46;jiddah, saudi arabia;arabic;none;28;male;13;academic;uk, usa;1;2
202;arabic46 white noise;arabic46 white noise;jiddah, saudi arabia;arabic;none;28;male;13;academic;uk, usa;1;2
203;arabic46 time stretch;arabic46 time stretch;jiddah, saudi arabia;arabic;none;28;male;13;academic;uk, usa;1;2
204;arabic46 pitch scale;arabic46 pitch scale;jiddah, saudi arabia;arabic;none;28;male;13;academic;uk, usa;1;2
205;arabic46 random gain;arabic46 random gain;jiddah, saudi arabia;arabic;none;28;male;13;academic;uk, usa;1;2
206;arabic47;arabic47;jiddah, saudi arabia;arabic;none;39;male;16;academic;usa;0.75;2
207;arabic47 white noise;arabic47 white noise;jiddah, saudi arabia;arabic;none;39;male;16;academic;usa;0.75;2
208;arabic47 time stretch;arabic47 time stretch;jiddah, saudi arabia;arabic;none;39;male;16;academic;usa;0.75;2
209;arabic47 pitch scale;arabic47 pitch scale;jiddah, saudi arabia;arabic;none;39;male;16;academic;usa;0.75;2
210;arabic47 random gain;arabic47 random gain;jiddah, saudi arabia;arabic;none;39;male;16;academic;usa;0.75;2
211;arabic48;arabic48;mecca, saudi arabia;arabic;none;29;male;12;academic;usa;1;2
212;arabic48 white noise;arabic48 white noise;mecca, saudi arabia;arabic;none;29;male;12;academic;usa;1;2
213;arabic48 time stretch;arabic48 time stretch;mecca, saudi arabia;arabic;none;29;male;12;academic;usa;1;2
214;arabic48 pitch scale;arabic48 pitch scale;mecca, saudi arabia;arabic;none;29;male;12;academic;usa;1;2
215;arabic48 random gain;arabic48 random gain;mecca, saudi arabia;arabic;none;29;male;12;academic;usa;1;2
216;arabic49;arabic49;medina, saudi arabia;arabic;none;26;male;8;academic;usa;1;2
217;arabic49 white noise;arabic49 white noise;medina, saudi arabia;arabic;none;26;male;8;academic;usa;1;2
218;arabic49 time stretch;arabic49 time stretch;medina, saudi arabia;arabic;none;26;male;8;academic;usa;1;2
219;arabic49 pitch scale;arabic49 pitch scale;medina, saudi arabia;arabic;none;26;male;8;academic;usa;1;2
220;arabic49 random gain;arabic49 random gain;medina, saudi arabia;arabic;none;26;male;8;academic;usa;1;2
221;arabic50;arabic50;jiddah, saudi arabia;arabic;none;36;male;22;academic;usa;0.75;2
222;arabic50 white noise;arabic50 white noise;jiddah, saudi arabia;arabic;none;36;male;22;academic;usa;0.75;2
223;arabic50 time stretch;arabic50 time stretch;jiddah, saudi arabia;arabic;none;36;male;22;academic;usa;0.75;2
224;arabic50 pitch scale;arabic50 pitch scale;jiddah, saudi arabia;arabic;none;36;male;22;academic;usa;0.75;2
225;arabic50 random gain;arabic50 random gain;jiddah, saudi arabia;arabic;none;36;male;22;academic;usa;0.75;2
226;arabic51;arabic51;jiddah, saudi arabia;arabic;none;23;male;12;academic;usa;4;2
227;arabic51 white noise;arabic51 white noise;jiddah, saudi arabia;arabic;none;23;male;12;academic;usa;4;2
228;arabic51 time stretch;arabic51 time stretch;jiddah, saudi arabia;arabic;none;23;male;12;academic;usa;4;2
229;arabic51 pitch scale;arabic51 pitch scale;jiddah, saudi arabia;arabic;none;23;male;12;academic;usa;4;2
230;arabic51 random gain;arabic51 random gain;jiddah, saudi arabia;arabic;none;23;male;12;academic;usa;4;2
231;arabic52;arabic52;jiddah, saudi arabia;arabic;none;21;female;9;academic;usa;5;2
232;arabic52 white noise;arabic52 white noise;jiddah, saudi arabia;arabic;none;21;female;9;academic;usa;5;2
233;arabic52 time stretch;arabic52 time stretch;jiddah, saudi arabia;arabic;none;21;female;9;academic;usa;5;2
234;arabic52 pitch scale;arabic52 pitch scale;jiddah, saudi arabia;arabic;none;21;female;9;academic;usa;5;2
235;arabic52 random gain;arabic52 random gain;jiddah, saudi arabia;arabic;none;21;female;9;academic;usa;5;2
236;arabic53;arabic53;rabat, morocco;arabic;french tachelhit danish swedish;36;male;17;academic;usa;12;2
237;arabic53 white noise;arabic53 white noise;rabat, morocco;arabic;french tachelhit danish swedish;36;male;17;academic;usa;12;2
238;arabic53 time stretch;arabic53 time stretch;rabat, morocco;arabic;french tachelhit danish swedish;36;male;17;academic;usa;12;2
239;arabic53 pitch scale;arabic53 pitch scale;rabat, morocco;arabic;french tachelhit danish swedish;36;male;17;academic;usa;12;2
240;arabic53 random gain;arabic53 random gain;rabat, morocco;arabic;french tachelhit danish swedish;36;male;17;academic;usa;12;2
241;arabic54;arabic54;baghdad, iraq;arabic;french;22;male;7;academic;usa;3;2
242;arabic54 white noise;arabic54 white noise;baghdad, iraq;arabic;french;22;male;7;academic;usa;3;2
243;arabic54 time stretch;arabic54 time stretch;baghdad, iraq;arabic;french;22;male;7;academic;usa;3;2
244;arabic54 pitch scale;arabic54 pitch scale;baghdad, iraq;arabic;french;22;male;7;academic;usa;3;2
245;arabic54 random gain;arabic54 random gain;baghdad, iraq;arabic;french;22;male;7;academic;usa;3;2
246;arabic55;arabic55;beirut, lebanon;arabic;french;70;male;33;academic;usa;37;2
247;arabic55 white noise;arabic55 white noise;beirut, lebanon;arabic;french;70;male;33;academic;usa;37;2
248;arabic55 time stretch;arabic55 time stretch;beirut, lebanon;arabic;french;70;male;33;academic;usa;37;2
249;arabic55 pitch scale;arabic55 pitch scale;beirut, lebanon;arabic;french;70;male;33;academic;usa;37;2
250;arabic55 random gain;arabic55 random gain;beirut, lebanon;arabic;french;70;male;33;academic;usa;37;2
251;arabic56;arabic56;ain defla, algeria;arabic;french;43;male;12;academic;usa;3;2
